,v1,v2
2642,ham,"try ! lose , fact . tee hee"
2643,ham,hi ! speak maneesha v. like know satisfied experience . reply toll free yes .
2644,ham,friend use .
2645,ham,"sorry , later"
2646,ham,"em , olowoyey@ usc.edu great time argentina . sad secretary , blessing"
2647,ham,"it,,s taxt massage .... tie - pos argh ok ! lool !"
2648,ham,"hi ,   & lt;#&gt ;   dollar loan . i.ll pay mid february . pls ."
2649,ham,"want pull case plan spend , confidence derek taylor money management"
2650,ham,like shake booty dance floor ?
2651,ham,"text , , phone have problem"
2652,ham,need drug anymore .
2653,ham,sorry da:)i think call lot times:)lil busy.i noon ..
2654,ham,sarcasm .. .nt scarcasim
2655,ham,great ! run ttyl !
2656,ham,feel like try kadeem ? : v
2657,ham,dai   & lt;#&gt ;   naal eruku .
2658,ham,chikku .. wat abt u ?
2659,ham,ok ...
2660,ham,want finally lunch today ?
2661,ham,know dad ?
2662,spam,"hello darling today ? love chat , not tell look like sexy ?"
2663,spam,8007 free 1st week ! no1 nokia tone 4 ur mob week txt nokia 8007 txte tell ur mate www.getzed.co.uk pobox 36504 w4 5wq norm 150p / tone 16 +
2664,ham,remain bro bros
2665,ham,r u meeting da ge nite tmr ?
2666,ham,"* nice day , impressively , sensible , go home early feel fine . boring ? ! , remember ."
2667,ham,de . look good only:- ) ..
2668,spam,wanna lay 2nite ? want real dog location send direct ur mobile ? join uk large dogging network . txt park 69696 ! nyt . ec2a . 3lp å£1.50 / msg
2669,spam,try contact response offer new nokia fone camcorder hit reply 08000930705 delivery
2670,ham,yes . reply mail . go management office later . plus bank later also.or wednesday .
2671,ham,"cool , come like   & lt;#&gt ; ish"
2672,ham,super msg da:)nalla timing .
2673,ham,"good afternoon , boytoy ... feel today ? well hope ? good boy ? obedient , slave ? queen ?"
2674,ham,6 ft . good combination !
2675,ham,sick ! ! needy ! ! want ! ! * pout * * stomp foot * ? ! * pout * * stomp foot * want slave ! ! want ! !
2676,ham,* train northampton afraid !
2677,ham,abj serve . stay dad .
2678,ham,playng 9 door game gt race phone lol
2679,spam,"new tone week include : 1)mcfly - ab .. , 2 ) sara jorge - shock .. 3 ) smith - switch .. order follow instruction message"
2680,ham,"solve d case : man find murder   & lt;decimal&gt ; . & lt;#&gt ;   afternoon . 1,his wife call police . 2,police question . 3,wife : sir , sleep , murder take place . 4.cook : cook . 5.gardener : pick vegetable . 6.house - maid : go 2 d post office . 7.children : go 2 play . 8.neighbour : go 2 marriage . police arrest d murderer immediately . ? reply reason , u r brilliant ."
2681,ham,da bus go home ...
2682,ham,get landline number . . . ask come anna nagar . . . afternoon
2683,ham,okay . chase dream . good . .
2684,ham,yupz ... oredi book slot 4 weekend liao ...
2685,spam,urgent ! try contact u. todays draw show win å£800 prize guarantee . 09050003091 land line . claim c52 . valid 12hrs
2686,ham,r model .. sony ericson der .. & lt;#&gt ; .. luk good bt forget modl
2687,ham,okie
2688,ham,yes know cheesy song frosty snowman :)
2689,ham,"ya ok , vikky vl c witin   & lt;#&gt ; min il reply u .."
2690,spam,sport fan - late sport news str * 2 ur mobile 1 wk free plus free tone txt sport 8007 www.getzed.co.uk 0870141701216 + norm 4txt/120p
2691,ham,hey tmr meet bugis 930 ?
2692,spam,"urgent urgent ! 800 free flight europe away , b4 10th sept & friend 4 free . claim 09050000555 . ba128nnfwfly150ppm"
2693,ham,nice new shirt thing wear nudist theme ;_; mu ?
2694,ham,hey sexy bun ! day ? word morning ym ... :-( ... think
2695,ham,hook .
2696,ham,nope go home pump petrol lor ... like go 2 rain soon ...
2697,ham,use foreign stamp send ?
2698,spam,88066 lose å£12 help
2699,ham,oh baby house . come not new picture facebook
2700,ham,"feb   & lt;#&gt ;   \i love u\ "" day . send dis ur \""value frnds\ "" evn . 3 come u'll gt marry d person u luv ! u ignore dis u lose ur luv 4 evr """
2701,ham,"hiya , sorry hav signal . see hear , unusual ! case sort ! hug snog ."
2702,ham,"omw tampa west palm , hear happen ?"
2703,ham,yup ... thanx 4 print n hand .
2704,spam,freemsg : fancy flirt ? reply date & join uks fast grow mobile date service . msgs rcvd 25p optout txt stop 83021 . reply date !
2705,ham,mean come chase state watch movie want .
2706,ham,s take tablet . reaction morning .
2707,spam,great new offer - double min & double txt good orange tariff late camera phone 4 free ! mobileupd8 free 08000839402 ! 2stoptxt t&cs
2708,ham,"nah , perpetual dd"
2709,ham,sorry de go shop .
2710,spam,hope enjoy new content . text stop 61610 unsubscribe . help:08712400602450p provide tones2you.co.uk
2711,ham,"wen ur lovable bcum angry wid u , dnt seriously .. coz angry d childish n true way show deep affection , care n luv ! .. kettoda manda ... nice day da ."
2712,ham,hey want yogasana ? coz end cine bathe hav steam bath
2713,ham,nope drivin ... neva develop da photo lei ...
2714,ham,think go reg pract lesson .. fling advance .. haha wat time u go ?
2715,ham,cool .   & lt;#&gt ;   inch long . hope like big !
2716,ham,"house - maid murderer , coz man murder   & lt;#&gt ; th january .. public holiday govt.instituition close , include post office .. understand ?"
2717,ham,okie .. thanx ..
2718,spam,18 day euro2004 kickoff ! u keep inform late news result daily . unsubscribe send euro stop 83222 .
2719,ham,n buy ? juz buy lar .
2720,ham,ok lor ...
2721,ham,work technical support :) voice process .
2722,ham,justbeen overa week break brain go mush !
2723,ham,"tunde , . wish great day . abiola ."
2724,ham,nope ... c ì _ ...
2725,ham,. medical mission nigeria
2726,ham,have movie laptop
2727,ham,whatsup . not u want sleep
2728,spam,urgent 09066612661 landline . å£5000 cash luxury 4 * canary island holiday await collection . t&cs sae award . 20m12aq . 150ppm . 16 + ûï
2729,spam,"urgent ! 09066612661 landline , complimentary 4 * lux costa del sol holiday å£1000 cash await collection . ppm 150 sae t&cs james 28 , eh74rr"
2730,ham,not lei .. mon ?
2731,ham,mm feel sleepy . today shall dear
2732,ham,dare stupid . will not tell . hear will not talk you:- .
2733,ham,ì _ noe ben go ?
2734,ham,mag meeting avo point ?
2735,ham,mean middle left right ?
2736,ham,? crash cuddle sofa .
2737,ham,hi chachi try call u unable reach u .. pl miss cal u c tiz msg   kanagu
2738,ham,"send price mean   & lt;#&gt ; g ,"
2739,ham,buzy
2740,ham,. ...
2741,spam,know u u know . send chat 86688 let find ! 150p / msg rcvd . hg / suite342/2lands / row / w1j6hl ldn . 18 year .
2742,ham,* work ring u thing houseful scream brat * pull hair ! love u
2743,ham,family respond . room go home diwali call come . make feel like die .
2744,ham,"tick , tick , tick ... babe"
2745,ham,r ì _ go 4 today meeting ?
2746,ham,k da:)how page want ?
2747,ham,ya now.onion roast .
2748,ham,send number reply tomorrow morning say like ok
2749,ham,say . problem . . let know .
2750,ham,ok tell half hr b4 u come need 2 prepare .
2751,ham,play w computer ? aiyah tok 2 u lor ?
2752,ham,sit right ? okay thank ...
2753,ham,"derp . bad , dude want party dude file complaint drug abuser live"
2754,ham,ok chinese food way . fat pay lipo .
2755,ham,r outside .
2756,ham,good trip . watch . remember decide easter .
2757,ham,yo watch movie netflix
2758,ham,time . iû÷m prob 3
2759,ham,"meh ? thgt clash ... ah , dun mind ... dun see lose weight ... gee ..."
2760,ham,not thnk wrong calling
2761,ham,sure night menu . . . know noon menu
2762,ham,arr birthday today :) wish oscar .
2763,ham,"slowly . ? god , love & amp ; need , clean heart blood.send special people & amp ; u c miracle tomorrow , , pls , pls ..."
2764,ham,"open rebtel firefox . load plus sign user place , number . low number number . pick number pin display okay !"
2765,ham,    pick point
2766,spam,marry local woman look discreet action ! 5 real match instantly phone . text match 69969 msg cost 150p 2 stop txt stop bcmsfwc1n3xx
2767,ham,wow v v impressed . fun shopping !
2768,ham,way ur home
2769,spam,burger king - wanna play footy stadium ? 2 burger king 1st sept large super coca - cola walk winner
2770,ham,problem . talk later
2771,ham,ur sis ?
2772,ham,customer place
2773,spam,come take little time child afraid dark teenager want stay night ?
2774,ham,"dude u knw telugu .. thts gud .. k , gud nyt .."
2775,ham,confirm eat esplanade ?
2776,ham,send d password
2777,ham,kind . take garage . centre exhaust need replace . order n take fix tomo morning .
2778,spam,"ur chance win å£250 cash wk txt : action 80608 . t's&c www.movietrivia.tv custcare 08712405022 , 1x150p / wk ."
2779,ham,come ...
2780,ham,long quit . like 5 minute day .
2781,ham,likely call mittelschmertz . google . not paracetamol not worry .
2782,ham,right go to check today steam sale / pee text want come
2783,ham,"arrive , couple day & lt;3"
2784,ham,"k , wat s tht incident ?"
2785,ham,yeah unlimited
2786,ham,cthen thk shd b enuff .. get conclusion n content pg n reference .. b da content pg n cover pg ..
2787,ham,"forget take 3 year shower , sorry . / phone dead ?"
2788,ham,ìï got wat buy tell ì _ need come .
2789,ham,big .. | god bring success .
2790,spam,uûªve bin award å£50 play 4 instant cash . 08715203028 claim . 9th player win min å£50 - å£500 . optout 08718727870
2791,ham,"û _ r stayin extra week , d. rugby weekend ? hi , c u soon \ ""  ham """
2792,ham,campus . library ?
2793,ham,"affidavit say   & lt;#&gt ;   e twiggs st , division g , courtroom   & lt;#&gt ; , & lt;time&gt ;   . double check text tomorrow"
2794,ham,creep ? ;_;
2795,ham,tell friend plan valentine day @ & lt;url&gt ;
2796,ham,billion call text help god
2797,ham,purity friendship smile read forwarded message .. smile see . gud evng musthu
2798,ham,tell return . order .
2799,ham,"house - maid murderer , coz man murder   & lt;#&gt ; th january .. public holiday govt.instituition close , include post office .."
2800,ham,depend u go lor .
2801,ham,smile right world wonder smile think crazy away ... * grin *
2802,spam,freemsg > fav xmas tones!reply real
2803,ham,lil fever :) fine :)
2804,ham,think car
2805,ham,?
2806,spam,december ! mobile 11mths+ ? entitle update late colour camera mobile free ! mobile update co free 08002986906
2807,ham,yes princess ! want catch big strong hand ...
2808,ham,oh yeah forget . u 2 shopping .
2809,ham,mm ask radio
2810,ham,thinkin good . drug
2811,ham,"slowly . ? god , love & amp ; need , clean heart blood.send special people & amp ; u c miracle tomorrow , , pls , pls ..."
2812,ham,"enjoy shower possessiveness pour u ur love one , bcoz world lie , golden gift love truly .."
2813,ham,"alright sure , let know leave"
2814,ham,last 2 hour . lucky .
2815,ham,genius . brother . pls send number skype .
2816,spam,"gr8 poly tone 4 mob direct 2u rply poly title 8007 eg poly breathe1 title : crazyin , sleepingwith , fine , ymca : getzed.co.uk pobox365o4w45wq 300p"
2817,ham,thk em find wtc far ... weiyi goin ... e rest dunno ... r ur goin 4 dinner den b able join ...
2818,ham,forget own private property ... good boy .. * passionate kiss *
2819,spam,interflora - åòit late order interflora flower christmas 0800 505060 place order midnight tomorrow .
2820,ham,oh god .. take teeth?is pain
2821,spam,romcapspam respond presence warm outgoing . bring real breath sunshine .
2822,ham,u ask darren n pick u lor ... oso sian tmr haf 2 meet lect ...
2823,ham,need buy lunch .. eat maggi mee ..
2824,spam,"congratulation - thank good friend u win å£2,000 xmas prize . 2 claim easy , 08712103738 ! 10p minute . bt - national - rate"
2825,ham,ok lor ...
2826,ham,"oh right , ok . sure load work day !   get nasty cough today dry n shoot help !"
2827,ham,wife.how know time murder exactly
2828,spam,send logo 2 ur lover - 2 name join heart . txt love name1 name2 mobno eg love adam eve 07123456789 87077 yahoo ! pobox36504w45wq txtno 4 ad 150p .
2829,ham,howz person story
2830,ham,thanx 4 send home ...
2831,ham,normally hot mail . com !
2832,spam,"win tkts euro2004 cup final å£800 cash , collect 09058099801 b4190604 , pobox 7876150ppm"
2833,ham,u sick shopping ?
2834,ham,"ya fine . , bbd(pooja ) pimple .. black .. ur rite cold , wear sweatter .."
2835,ham,nice.nice.how work ?
2836,ham,1 reach home .
2837,ham,try find chinese food place
2838,ham,"easy mate , * guess quick drink bit ambitious ."
2839,ham,babe ! ! ! miiiiiiissssssssss ! need ! ! ! crave ! ! ! :-( ... geeee ... sad babe ... love ...
2840,ham,ok thanx ...
2841,ham,aathi .. dear ..
2842,ham,"tunji , queen ? . wish great day . abiola ."
2843,ham,today iz yellow rise day . u love frndship 1 misscall & amp ; send ur frndz & amp ; miss call u . u 6misse u marry ur lover .
2844,ham,class hour . sorry
2845,ham,wat time u finish ur lect today ?
2846,spam,"free - message : jamster!get crazy frog sound ! poly text mad1 , real text mad2 88888 . 6 crazy sound 3 gbp / week ! 16+only ! t&c apply"
2847,ham,"sad story man - week b'day . wife did'nt wish . parent forget n kid . go work . colleague wish . enter cabin pa say , '' happy b'day boss ! ! '' . feel special . askd 4 lunch . lunch invite apartment . go . say , '' u mind bedroom minute ? '' '' ok '' , se sexy mood . come 5 minut latr wid cake ... n wife , parent , kidz , friend n colleague . scream .. surprise ! ! wait sofa .. ... ..... ' naked ... !"
2848,spam,"chance reality fantasy = 08707509020 20p min ntt ltd , po box 1327 croydon cr9 5wb 0870 national = rate"
2849,ham,fine . good hear . dear ? happy new year oh .
2850,ham,go wipro interview today ?
2851,ham,tall princess ?
2852,ham,doubt handle 5 time night case ...
2853,ham,haha ... hope ì _ hear receipt sound ... gd luck !
2854,ham,go to death . go to leave note say rob fault . avenge .
2855,ham,"japanese proverb : , u , , u indian version : , let .. , leave ! ! finally kerala version : , stop .. , strike ..."
2856,ham,today workin free oso ... gee ... thgt u workin ur fren shop ?
2857,ham,life face choice toss coin becoz settle question coin air u know heart hope . gudni8
2858,ham,"know god create gap finger .. ? , come & amp ; fill gap hold hand love .. !"
2859,ham,want kiss feel
2860,ham,happy say
2861,spam,adult 18 content video shortly
2862,ham,"ok b lovely , u r sure . think wot u want , drinkin , dancin , eatin , cinema , , , ... u ! wot ?"
2863,ham,say explicitly tell nora know probably go to bother
2864,ham,say hi ass south tampa ( preferably kegger )
2865,ham,smith waste da.i wanna gayle .
2866,ham,"mum , send message get . want know actually get . enjoy rest day ."
2867,ham,"aight , tomorrow   & lt;#&gt ;  "
2868,ham,"house - maid murderer , coz man murder   & lt;#&gt ; th january .. public holiday govt.instituition close , include post office .. understand ?"
2869,spam,"chance reality fantasy = 08707509020 20p min ntt ltd , po box 1327 croydon cr9 5wb 0870 national = rate ."
2870,ham,actually time . go bed long speak . wake 7 . night ?
2871,ham,!
2872,ham,not understand message .
2873,ham,crucify c s. tell early .
2874,ham,"idk . say , move , butting head freedom vs. responsibility . tired . shit deal barely keep gets add ."
2875,ham,fuck cedar key fuck ( come tho )
2876,ham,past say train durham coz reserve seat
2877,spam,"hey boy . want hot xxx pic send direct 2 ur phone ? txt porn 69855 , 24hrs free 50p day . stop text stopbcm sf wc1n3xx"
2878,ham,u paint ur wall ?
2879,spam,"chance ! claim ur å£150 worth discount voucher today ! text shop 85023 ! savamob , offer mobile ! t cs savamob pobox84 , m263uz . å£3.00 sub . 16"
2880,ham,printer cool . mean groovy . wine groovye
2881,ham,hi harish rent transfre ur acnt .
2882,ham,lor come ?
2883,ham,cbe good nowadays:)lot shop showrooms:)city shape good .
2884,ham,ìï attend da talk ?
2885,ham,probs hon ! u doinat mo ?
2886,ham,k care
2887,ham,phone callon friday . assume will year ?
2888,ham,battery low babe
2889,ham,shuhui buy ron present swatch watch ...
2890,ham,"yeah bit left , swing tomorrow"
2891,ham,babe ? say 2 hour 4 ... internet ?
2892,ham,k sure noon
2893,ham,k ... k ... yesterday cbe .
2894,ham,go ganesh dress shop
2895,spam,"pdate_now - double min 1000 txt orange tariff . late motorola , sonyericsson & nokia & bluetooth free ! mobileupd8 08000839402 call2optout/!yhl"
2896,ham,ìï collect ur laptop go configure da setting izzit ?
2897,ham,r @ home come 5 min
2898,ham,"aight , 8 late , probably close 7 . jay tyler trip ?"
2899,ham,come aftr   & lt;decimal&gt ; .. m clean house
2900,spam,ur cash - balance currently 500 pound - maximize ur cash - send cash 86688 150p / msg . cc : 08718720201 po box 114/14 tcr / w1
2901,ham,"bill , : letter . iûªm expect orange isnûªt bill orange ."
2902,ham,tell pa . pain de .
2903,ham,hi darlin hope nice night wish come not wait love fran ps want dirty anal sex want 10 man gang bang
2904,ham,"ha . donû÷t know . clever simple thing pear day , perfect christmas ."
2905,ham,"helloooo ... wake .. ! \sweet\ "" \""morning\ "" \""welcomes\ "" \""you\ "" \""enjoy\ "" \""this day\ "" \""with joy\ "" .. \""gud mrng\ "" . """
2906,ham,alrite
2907,ham,sit wait summer day celebrate . magical sight world dress white . oooooh let snow .
2908,spam,urgent ! mobile number award å£2000 prize guarantee . 09058094454 land line . claim 3030 . valid 12hrs
2909,ham,guy movie .
2910,ham,"sorry , meeting later"
2911,ham,tell ... think . plus go stop run
2912,ham,kindly send flat   & lt;decimal&gt ;   today .
2913,spam,sorry ! u unsubscribe . mob offer package min term 54 week > pls resubmit request expiry . reply themob help 4 info
2914,ham,lor ... bit bored ... y dun u home early 2 sleep today ...
2915,ham,time tell friend ?
2916,ham,yes . fine . love . safe .
2917,ham,thank chikku .. :- ) gud nyt:- *
2918,ham,xy ur car u pick ?
2919,ham,"thanx 4 time weåõve spend 2geva , bin mint ! ur baby want u!xxxx"
2920,ham,"yo , way pick tonight ?"
2921,ham,send . send .
2922,ham,fine simply sit .
2923,ham,tht god gift bird human hav natural gift frm god ..
2924,ham,come day class .
2925,ham,m . studyn library
2926,ham,ok ... u enjoy ur show ...
2927,ham,...
2928,ham,wuld baby ? thought mite break donåõt wanna crazy everyboy need lady xxxxxxxx
2929,ham,wat dear ? sleep ah ?
2930,ham,hi ' test   & lt;#&gt ; rd ....
2931,ham,2 % student solve cat question ' xam ... 5 + 3 + 2= & lt;#&gt ;   9 + 2 + 4= & lt;#&gt ;   8 + 6 + 3= & lt;#&gt ;   7 + 2 + 5= ? ? ? ? ? tell answer u r brilliant ... 1thing.i got d answr .
2932,ham,yo know   & lt;#&gt ;   able buy liquor ? guy flaked right hold somebody 4 loko night
2933,ham,yup n fren lor . meet fren 730 .
2934,ham,"yeah , get line"
2935,ham,"stop wonder \wow go stop tm'e ? ! \ "" tm want ... * laugh * """
2936,ham,lol yep yesterday . get fireplace . icon sit .
2937,ham,hey book pilate yoga lesson ... haha
2938,ham,ok . happen behave like
2939,spam,1 new message . 08712400200 .
2940,ham,supervisor find 4 lor thk student . not ask . tell u aft ask .
2941,ham,"hello . news job , make wait fifth week ! yeah m woozle weasel ... exeter , home 3 ."
2942,ham,message .. responce .. happend ?
2943,spam,currently message await collection . collect message 08718723815 .
2944,ham,"hey babe , sorry soon . gary come fix cause think know far ptbo say cost   & lt;#&gt ;   buck . know cheap find ? second hand machine right , let know want babe"
2945,ham,3 ! 4 fuck sake ? ! x
2946,ham,leave . u ignorant .
2947,ham,nope b go 2 sch fri early lor cos mys sis get paper da morn :-)
2948,ham,bruce b downs & amp ; fletcher
2949,ham,? say wake ... :-(
2950,ham,hey free .
2951,ham,tell s pls:- )
2952,spam,"urgent ! mobile award å£1,500 bonus caller prize 27/6/03 . final attempt 2 contact u ! 08714714011"
2953,ham,"think miss . teach til , lecture . damn work thing ."
2954,ham,d check like 1 bowl worth leave
2955,ham,yes sweet
2956,ham,cozy . exhaust night.nobody go school work . close .
2957,spam,u secret admirer . reveal think u r special . 09065174042 . opt reply reveal stop . 1.50 msg recd . cust care 07821230901
2958,ham,buzzzz ! * grin * buzz ass ? buzz chest ? buzz cock ? phone ? vibrator ? feel shake ?
2959,ham,sir send group mail check .
2960,ham,da intro cover energy trend n pro n con ... brief description nuclear fusion n oso brief history iter n jet get abt 7 n half page ..
2961,ham,"\none!nowhere ikno doesdiscount!shitinnit\ "" """
2962,ham,not know jabo abi .
2963,spam,"notice drive , go slow idiot drive fast maniac ?"
2964,ham,.. ya sapna aunty manege y'day hogidhe .. chinnu weak swalpa black agidhane ..
2965,ham,"good , baby ? :)"
2966,ham,neft transaction reference number   & lt;#&gt ;   rs . & lt;decimal&gt ;   credit beneficiary account   & lt;#&gt ;     & lt;time&gt ; : & lt;#&gt ;
2967,ham,"sport type .. lyk footbl , crckt .."
2968,ham,ma head dey swell oh . thank make day
2969,ham,u fb list
2970,ham,height confidence : aeronautic professor wer calld & amp ; wer askd 2 sit aeroplane . aftr sit wer tell dat plane ws student . dey hurry d plane .. bt 1 not ... said:\if student
2971,ham,sary need tim bollox & hurt lot tol !
2972,ham,happy new year princess !
2973,ham,"text carlos let know , hang"
2974,ham,"worry , * easy ingredient !"
2975,ham,love u 2 little pocy bell sorry love u
2976,ham,"ok omw , castor ?"
2977,ham,yar lor ... rain non stop ... u wan 2 ?
2978,spam,"xmas offer ! late motorola , sonyericsson & nokia & free bluetooth dvd ! double min & 1000 txt orange . mobileupd8 08000839402 call2optout/4qf2"
2979,ham,u mean u ? wif sleep ? tot u go nap .. yup send liao pick ard 4 smth lor ..
2980,ham,"7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st \ur lovely friendship\ "" ... good morning dear """
2981,ham,"tonight ? yeah ,"
2982,ham,eat fo lunch senor
2983,ham,"say right giggle see u ! possibly person2die nvq , think !"
2984,ham,break time ... ... come n stuff fr ì _ ?
2985,spam,reply win å£100 weekly ! professional sport tiger wood play ? send stop 87239 end service
2986,ham,", ? maybe reboot ym ? see buzz"
2987,ham,grinder ?
2988,spam,1 polyphonic tone 4 ur mob week ! txt pt2 87575 . 1st tone free ! txtin tell ur friend . 150p / tone . 16 reply hl 4info
2989,ham,"love decision , feeling . decide love , , life simple , magical"
2990,spam,"hot live fantasy 08707509020 20p min ntt ltd , po box 1327 croydon cr9 5wb 0870 national rate"
2991,ham,k.i did't you.:)k:)where ?
2992,ham,list buyer .
2993,ham,"idea , guess work hour suppose leave usual interest figure shit second"
2994,ham,mm entirely sure understand text hey . ho . weekend ?
2995,ham,release vday shirt u make half naked instead white underwear .
2996,ham,don know .. watch film computer ..
2997,ham,b4 thursday
2998,ham,"oh , phone phone disconnect"
2999,ham,d onluy matter get offcampus
3000,spam,message free . welcome new & improved sex & dog club ! unsubscribe service reply stop . msgs@150p 18+only
3001,ham,"excellent , riley plan"
3002,ham,half hour
3003,spam,"win tkts euro2004 cup final å£800 cash , collect 09058099801 b4190604 , pobox 7876150ppm"
3004,ham,ew ?
3005,ham,hi wesley
3006,ham,ah . lingo . let know wot earth finish make !
3007,spam,"loan purpose å£500 - å£75,000 . homeowner + tenant welcome . previously refuse ? help . free 0800 1956669 text ' help '"
3008,spam,update_now - 12mth half price orange line rental : 400min ... mobileupd8 08000839402 call2optout = j5q
3009,ham,imagine life ... .. fast u search me?don't worry .. l'm disturb u .. goodnoon .. :)
3010,ham,"hm good morning , headache ? :-)"
3011,ham,yeah prob - night obviously catch ... speak soon
3012,spam,free unlimited hardcore porn direct 2 mobile txt porn 69200 & free access 24 hrs chrgd@50p day txt stop 2exit . msg free
3013,ham,2 sch . yar e salon v boring .
3014,ham,  & lt;#&gt ;   min stop .
3015,ham,"& lt;#&gt ;   fast approach . , wish u happy new year happy sankranti happy republic day happy valentine day happy shivratri happy ugadi happy fool day happy day happy independence day , happy friendship , mother , father , teacher , children day , & amp ; happy birthday 4 u. happy ganesh festival happy dasara happy diwali happy christmas   & lt;#&gt ;   good morning afternoon , evening night . rememberi wish u ... raj"
3016,ham,joy lifeis wake daywith thought somewheresomeone care tosend warm morning greeting .. -
3017,ham,second half message
3018,ham,wat time u wan 2 meet later ?
3019,ham,thank selflessness . love plenty .
3020,ham,film ill later .
3021,ham,dare change ring
3022,ham,bad girl . lady .
3023,ham,love ya try budget money well babe . gary freak know
3024,ham,"\don't initiate\ "" understand """
3025,ham,finish lunch . u wake ?
3026,ham,game ?
3027,ham,get tallent waste .
3028,ham,record night ? :)
3029,ham,"sir , send email log usc payment portal . i.ll send message explain thing home . great weekend ."
3030,ham,  go to let know cos come bak holiday day .   come . don't4get2text   number .
3031,ham,jokin lar ... :-) depend phone father lor ...
3032,ham,"aight , lemme know"
3033,ham,ready   & lt;#&gt ;   inch pleasure ...
3034,ham,raji .. pls favour . pls convey birthday wish nimya . pls . today birthday .
3035,ham,;-) ok . feel like john lennon .
3036,ham,cos darren ì _ consider mah ask ì _ ...
3037,ham,bother trust answer . pls .
3038,ham,"wish family merry \x\ "" mas happy new year advance .. """
3039,ham,day crab run sea shore .. wave come n clear footprint crab .. crab ask : frnd y r u clear beautiful footprint ? wave reply : fox follow ur footprint catch ! s y clear :) frndsship let u dwn :-) gud nyt ..
3040,ham,aight time want come ?
3041,ham,slaaaaave ! ? summon time ? wish come anymore ?
3042,ham,bill 3 å£33.65 s bad !
3043,ham,let know change 6hrs . appendix age range . impossible . chill let know 6hrs
3044,ham,"hello , yeah get bath need hair come , yeah ?"
3045,ham,weather ?
3046,ham,"ok . . h&m friday , not wait . dunno wot hell m go to 3 week ! slob- oh wait , !"
3047,ham,die ... e toot fringe ...
3048,ham,lol know awesome phone . click delete right want .
3049,ham,ok
3050,ham,"awesome question cute answer : ask boy \how ur life?\ "" . . smile & amp ; answer : . . \""she fine!\ "" gudnite """
3051,ham,leave topic .. sorry tell ..
3052,ham,pls send correct da .
3053,ham,happen yo date ?
3054,spam,eastender tv quiz . flower dot compare ? d= violet e= tulip f= lily txt d e f 84025 4 chance 2 win å£100 cash wkent/150p16 +
3055,ham,webpage s available !
3056,ham,wake . yeesh late . fall asleep til & lt;#&gt ; :/
3057,spam,unsubscribe service . ton sexy babe hunk straight phone ! http://gotbabes.co.uk . subscription .
3058,ham,"dear , know   & lt;#&gt ; th   & lt;#&gt ; th birthday love gopalettan . plan small gift day . like participate welcome . contact admin team detail"
3059,ham,k .. k ... tomorrow onwards start ah ?
3060,ham,u talk bout early morning ? noon !
3061,ham,fine . remember .
3062,spam,"hi babe jordan , r u ? m home abroad lonely , text u wanna chat xxsp visionsms.com text stop stopcost 150p 08712400603"
3063,ham,ok . buy .
3064,ham,"sound good , post"
3065,spam,brand new mobile phone agent mob ! plus load goody ! info text mat 87021 .
3066,ham,ok . april . not wait
3067,ham,boy well yo ass quick
3068,ham,ay wana meet sat?ì _ wkg sit ?
3069,ham,wait till 2 bus pick .
3070,ham,apart tell yesterday ?
3071,ham,ok lor ... buy wat ?
3072,ham,somebody andro steal ice
3073,ham,don know . did't msg recently .
3074,ham,shopping mark distract isaiah.=d
3075,ham,"mum , hope have great day . hope text meet life . great day . abiola"
3076,ham,sense foot penis .
3077,ham,okay think expert
3078,ham,* deep sigh * ... miss :-( ... surprised go net cafe ... miss ?
3079,ham,s.s:)i thinl role like sachin.just stand . hit .
3080,ham,great trip india . bring light project lucky smile . bye . abiola
3081,ham,"importantly , discuss u ."
3082,ham,k .. k:)how training process ?
3083,ham,ok lor . ne 2 toa payoh 4 2 return smth u wan 2 send wat ?
3084,ham,da car park
3085,ham,wish . hold tightly . make important . mean ... need ... life ...
3086,ham,ask anthony . dad . bf
3087,ham,"' wnevr wana fal luv vth book , bed fal luv vth .. ! '' . yen madodu , nav pretsorginta , nammanna pretsovru important alwa .... ! ! :) gud eveb- ) ."
3088,ham,today - sunday .. sunday holiday .. work ..
3089,ham,go bath ill place key window:- )
3090,spam,lord ring : return king store now!reply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate . reply stop end txts
3091,ham,"dear , care . reach home.love u lot ."
3092,ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3093,ham,emigrate ? ok maybe 5.30 bit hopeful ...
3094,ham,olol print forum post guy exact   prob fix gpu replacement . hopefully not ignore .
3095,ham,walk mom . right stagwood pass right winterstone leave victor hill . address & lt;#&gt ;
3096,ham,"yo , jp hungry like mofo ?"
3097,ham,creepy crazy .
3098,ham,ok ... din ur msg ...
3099,ham,tessy .. pls favor . pls convey birthday wish nimya .. pls dnt forget . today birthday shijas
3100,ham,pathaya enketa maraikara pa '
3101,ham,friend priest
3102,ham,"u lousy , run come half dead ... hee ..."
3103,ham,y say bad dat e gal know u ... wat u ?
3104,ham,remind hrs .
3105,ham,"hope send message . rent not . reserve completely go . loan need hope . balance   & lt;#&gt ; . way , till mid march hope pay ."
3106,ham,hi . happy new year . not mean intrude pls let know tuition pay semester semester . thank
